date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
01/01/2018 21:00,4.21,0,24.26,0,100,17.1,75600,Weekday,Monday,Light_Load
01/01/2018 21:15,3.56,0,17.75,0,100,19.66,76500,Weekday,Monday,Light_Load
01/01/2018 21:30,3.53,0,17.42,0,100,19.86,77400,Weekday,Monday,Light_Load
01/01/2018 21:45,4.25,0,25.2,0,100,16.63,78300,Weekday,Monday,Light_Load
01/01/2018 22:00,3.53,0,17.5,0,100,19.77,79200,Weekday,Monday,Light_Load
01/01/2018 22:15,3.56,1.44,10.08,0,92.7,33.3,80100,Weekday,Monday,Light_Load
01/01/2018 22:30,3.67,4.21,0,0,65.71,100,81000,Weekday,Monday,Light_Load
01/01/2018 22:45,3.24,3.35,0,0,69.52,100,81900,Weekday,Monday,Light_Load
01/01/2018 23:00,3.53,3.74,0,0,68.64,100,82800,Weekday,Monday,Light_Load
01/01/2018 23:15,3.53,3.42,0,0,71.82,100,83700,Weekday,Monday,Light_Load
01/01/2018 23:30,3.24,2.95,0,0,73.94,100,84600,Weekday,Monday,Light_Load
01/01/2018 23:45,3.67,3.96,0,0,67.97,100,85500,Weekday,Monday,Light_Load
01/01/2018 00:00,3.42,3.46,0,0,70.3,100,0,Weekday,Monday,Light_Load
02/01/2018 00:15,3.2,3.1,0,0,71.82,100,900,Weekday,Tuesday,Light_Load
02/01/2018 00:30,3.85,4.61,0,0,64.1,100,1800,Weekday,Tuesday,Light_Load
02/01/2018 00:45,3.28,3.67,0,0,66.64,100,2700,Weekday,Tuesday,Light_Load
02/01/2018 01:00,3.35,3.6,0,0,68.12,100,3600,Weekday,Tuesday,Light_Load
02/01/2018 01:15,3.89,4.72,0,0,63.6,100,4500,Weekday,Tuesday,Light_Load
02/01/2018 01:30,3.28,3.53,0,0,68.07,100,5400,Weekday,Tuesday,Light_Load
02/01/2018 01:45,3.46,3.96,0,0,65.8,100,6300,Weekday,Tuesday,Light_Load
02/01/2018 02:00,3.78,4.82,0,0,61.71,100,7200,Weekday,Tuesday,Light_Load
02/01/2018 02:15,3.31,3.53,0,0,68.4,100,8100,Weekday,Tuesday,Light_Load
02/01/2018 02:30,3.6,4.36,0,0,63.67,100,9000,Weekday,Tuesday,Light_Load
02/01/2018 02:45,3.64,4.39,0,0,63.83,100,9900,Weekday,Tuesday,Light_Load
02/01/2018 03:00,3.28,3.71,0,0,66.24,100,10800,Weekday,Tuesday,Light_Load
02/01/2018 03:15,3.71,4.57,0,0,63.03,100,11700,Weekday,Tuesday,Light_Load
02/01/2018 03:30,3.56,4.03,0,0,66.21,100,12600,Weekday,Tuesday,Light_Load
02/01/2018 03:45,3.24,3.49,0,0,68.04,100,13500,Weekday,Tuesday,Light_Load
02/01/2018 04:00,3.89,4.64,0,0,64.25,100,14400,Weekday,Tuesday,Light_Load
02/01/2018 04:15,3.28,3.42,0,0,69.22,100,15300,Weekday,Tuesday,Light_Load
02/01/2018 04:30,3.28,3.49,0,0,68.48,100,16200,Weekday,Tuesday,Light_Load
02/01/2018 04:45,3.96,4.68,0,0,64.59,100,17100,Weekday,Tuesday,Light_Load
02/01/2018 05:00,3.24,3.42,0,0,68.77,100,18000,Weekday,Tuesday,Light_Load
02/01/2018 05:15,3.46,3.78,0,0,67.52,100,18900,Weekday,Tuesday,Light_Load
02/01/2018 05:30,3.67,4.07,0,0,66.97,100,19800,Weekday,Tuesday,Light_Load
02/01/2018 05:45,3.24,3.42,0,0,68.77,100,20700,Weekday,Tuesday,Light_Load
02/01/2018 06:00,3.67,3.96,0,0,67.97,100,21600,Weekday,Tuesday,Light_Load
02/01/2018 06:15,3.53,3.78,0,0,68.25,100,22500,Weekday,Tuesday,Light_Load
02/01/2018 06:30,3.2,3.24,0,0,70.27,100,23400,Weekday,Tuesday,Light_Load
02/01/2018 06:45,3.78,4.07,0,0,68.05,100,24300,Weekday,Tuesday,Light_Load
02/01/2018 07:00,3.35,3.35,0,0,70.71,100,25200,Weekday,Tuesday,Light_Load
02/01/2018 07:15,3.53,3.49,0,0,71.11,100,26100,Weekday,Tuesday,Light_Load
02/01/2018 07:30,6.3,4.57,0,0,80.95,100,27000,Weekday,Tuesday,Light_Load
02/01/2018 07:45,6.05,4.79,0,0,78.4,100,27900,Weekday,Tuesday,Light_Load
02/01/2018 08:00,6.73,4.54,0,0,82.9,100,28800,Weekday,Tuesday,Light_Load
02/01/2018 08:15,29.02,18.83,0.07,0,83.89,100,29700,Weekday,Tuesday,Light_Load
02/01/2018 08:30,46.19,28.66,0,0,84.97,100,30600,Weekday,Tuesday,Light_Load
02/01/2018 08:45,52.06,35.32,0,0,82.75,100,31500,Weekday,Tuesday,Light_Load
02/01/2018 09:00,56.2,12.53,0.11,0,97.6,100,32400,Weekday,Tuesday,Light_Load
02/01/2018 09:15,56.84,8.32,0,0,98.95,100,33300,Weekday,Tuesday,Medium_Load
02/01/2018 09:30,51.26,4.54,0.94,0,99.61,99.98,34200,Weekday,Tuesday,Medium_Load
02/01/2018 09:45,48.13,2.34,1.15,0,99.88,99.97,35100,Weekday,Tuesday,Medium_Load
02/01/2018 10:00,52.81,7.06,0.54,0,99.12,99.99,36000,Weekday,Tuesday,Medium_Load
02/01/2018 10:15,54.79,7.52,0.14,0,99.07,100,36900,Weekday,Tuesday,Maximum_Load
02/01/2018 10:30,53.21,8.35,0.11,0,98.79,100,37800,Weekday,Tuesday,Maximum_Load
02/01/2018 10:45,80.21,32.4,0,0,92.72,100,38700,Weekday,Tuesday,Maximum_Load
02/01/2018 11:00,77.58,25.49,0,0,95,100,39600,Weekday,Tuesday,Maximum_Load
02/01/2018 11:15,128.52,70.85,0,0,87.57,100,40500,Weekday,Tuesday,Maximum_Load
02/01/2018 11:30,144.47,78.48,0,0,87.87,100,41400,Weekday,Tuesday,Maximum_Load
02/01/2018 11:45,90.86,54.29,0,0,85.84,100,42300,Weekday,Tuesday,Maximum_Load
02/01/2018 12:00,123.3,66.06,0,0,88.15,100,43200,Weekday,Tuesday,Maximum_Load
02/01/2018 12:15,19.22,5.54,18.9,0,96.09,71.3,44100,Weekday,Tuesday,Medium_Load
02/01/2018 12:30,8.46,0,25.92,0,100,31.03,45000,Weekday,Tuesday,Medium_Load
02/01/2018 12:45,8.24,0,25.34,0,100,30.92,45900,Weekday,Tuesday,Medium_Load
02/01/2018 13:00,8.03,0,25.49,0,100,30.05,46800,Weekday,Tuesday,Medium_Load
02/01/2018 13:15,79.67,27.29,6.52,0,94.6,99.67,47700,Weekday,Tuesday,Medium_Load
02/01/2018 13:30,97.85,46.8,0,0,90.21,100,48600,Weekday,Tuesday,Medium_Load
02/01/2018 13:45,124.45,49.79,0,0,92.85,100,49500,Weekday,Tuesday,Medium_Load
02/01/2018 14:00,108.61,43.34,0,0,92.88,100,50400,Weekday,Tuesday,Medium_Load
02/01/2018 14:15,123.12,55.26,0,0,91.23,100,51300,Weekday,Tuesday,Medium_Load
02/01/2018 14:30,129.1,53.5,0,0,92.38,100,52200,Weekday,Tuesday,Medium_Load
02/01/2018 14:45,82.08,27.58,0,0,94.79,100,53100,Weekday,Tuesday,Medium_Load
02/01/2018 15:00,143.89,60.91,0,0,92.09,100,54000,Weekday,Tuesday,Medium_Load
02/01/2018 15:15,86.9,34.27,0,0,93.03,100,54900,Weekday,Tuesday,Medium_Load
02/01/2018 15:30,141.44,62.57,0,0,91.45,100,55800,Weekday,Tuesday,Medium_Load
02/01/2018 15:45,116.53,52.88,0,0,91.06,100,56700,Weekday,Tuesday,Medium_Load
02/01/2018 16:00,129.31,61.16,0,0,90.4,100,57600,Weekday,Tuesday,Medium_Load
02/01/2018 16:15,136.44,56.77,0,0,92.33,100,58500,Weekday,Tuesday,Medium_Load
02/01/2018 16:30,85.72,34.85,0,0,92.64,100,59400,Weekday,Tuesday,Medium_Load
02/01/2018 16:45,147.46,65.27,0,0,91.44,100,60300,Weekday,Tuesday,Medium_Load
02/01/2018 17:00,86.94,30.78,0,0,94.27,100,61200,Weekday,Tuesday,Medium_Load
02/01/2018 17:15,67.25,25.81,0,0,93.36,100,62100,Weekday,Tuesday,Maximum_Load
02/01/2018 17:30,115.78,50.04,0,0,91.79,100,63000,Weekday,Tuesday,Maximum_Load
02/01/2018 17:45,113.11,34.63,0,0,95.62,100,63900,Weekday,Tuesday,Maximum_Load
02/01/2018 18:00,76.75,11.74,1.04,0,98.85,99.99,64800,Weekday,Tuesday,Maximum_Load
02/01/2018 18:15,41.9,15.23,0.14,0,93.98,100,65700,Weekday,Tuesday,Maximum_Load
02/01/2018 18:30,37.4,19.94,0,0,88.24,100,66600,Weekday,Tuesday,Maximum_Load
02/01/2018 18:45,40.25,8.82,0.5,0,97.68,99.99,67500,Weekday,Tuesday,Maximum_Load
02/01/2018 19:00,34.92,1.98,1.58,0,99.84,99.9,68400,Weekday,Tuesday,Maximum_Load
02/01/2018 19:15,41.36,6.44,0.43,0,98.81,99.99,69300,Weekday,Tuesday,Maximum_Load
02/01/2018 19:30,35.96,2.52,1.37,0,99.76,99.93,70200,Weekday,Tuesday,Maximum_Load
02/01/2018 19:45,39.42,5.29,0.47,0,99.11,99.99,71100,Weekday,Tuesday,Maximum_Load
02/01/2018 20:00,38.16,4.68,0.5,0,99.26,99.99,72000,Weekday,Tuesday,Maximum_Load
02/01/2018 20:15,33.23,1.51,3.96,0,99.9,99.3,72900,Weekday,Tuesday,Medium_Load
02/01/2018 20:30,25.88,0,12.13,0,100,90.55,73800,Weekday,Tuesday,Medium_Load
02/01/2018 20:45,10.84,0,23.22,0,100,42.3,74700,Weekday,Tuesday,Medium_Load
02/01/2018 21:00,9.29,0,23.51,0,100,36.75,75600,Weekday,Tuesday,Medium_Load
02/01/2018 21:15,6.98,0,25.16,0,100,26.73,76500,Weekday,Tuesday,Medium_Load
02/01/2018 21:30,5.11,0,26.5,0,100,18.93,77400,Weekday,Tuesday,Medium_Load
02/01/2018 21:45,5.08,0,26.42,0,100,18.88,78300,Weekday,Tuesday,Medium_Load
02/01/2018 22:00,5.04,0,26.46,0,100,18.71,79200,Weekday,Tuesday,Medium_Load
02/01/2018 22:15,4.93,1.84,15.44,0,93.69,30.42,80100,Weekday,Tuesday,Maximum_Load
02/01/2018 22:30,4.64,5.22,0,0,66.44,100,81000,Weekday,Tuesday,Maximum_Load
02/01/2018 22:45,4.68,5.18,0,0,67.04,100,81900,Weekday,Tuesday,Maximum_Load
02/01/2018 23:00,4.68,5.11,0,0,67.54,100,82800,Weekday,Tuesday,Maximum_Load
02/01/2018 23:15,4.57,4.54,0,0,70.94,100,83700,Weekday,Tuesday,Light_Load
02/01/2018 23:30,4.57,4.25,0,0,73.23,100,84600,Weekday,Tuesday,Light_Load
02/01/2018 23:45,4.54,4.25,0,0,73,100,85500,Weekday,Tuesday,Light_Load
02/01/2018 00:00,4.61,4.21,0,0,73.84,100,0,Weekday,Tuesday,Light_Load
03/01/2018 00:15,4.61,4.61,0,0,70.71,100,900,Weekday,Wednesday,Light_Load
03/01/2018 00:30,4.61,4.54,0,0,71.25,100,1800,Weekday,Wednesday,Light_Load
03/01/2018 00:45,4.57,4.5,0,0,71.25,100,2700,Weekday,Wednesday,Light_Load
03/01/2018 01:00,4.57,4.61,0,0,70.4,100,3600,Weekday,Wednesday,Light_Load
03/01/2018 01:15,4.64,4.46,0,0,72.1,100,4500,Weekday,Wednesday,Light_Load
03/01/2018 01:30,4.64,4.57,0,0,71.25,100,5400,Weekday,Wednesday,Light_Load
03/01/2018 01:45,4.61,4.79,0,0,69.34,100,6300,Weekday,Wednesday,Light_Load
03/01/2018 02:00,4.57,4.5,0,0,71.25,100,7200,Weekday,Wednesday,Light_Load
03/01/2018 02:15,4.61,4.39,0,0,72.42,100,8100,Weekday,Wednesday,Light_Load
03/01/2018 02:30,4.64,4.75,0,0,69.88,100,9000,Weekday,Wednesday,Light_Load
03/01/2018 02:45,4.64,4.75,0,0,69.88,100,9900,Weekday,Wednesday,Light_Load
03/01/2018 03:00,4.57,4.75,0,0,69.33,100,10800,Weekday,Wednesday,Light_Load
03/01/2018 03:15,4.64,5.11,0,0,67.22,100,11700,Weekday,Wednesday,Light_Load
03/01/2018 03:30,4.64,4.72,0,0,70.1,100,12600,Weekday,Wednesday,Light_Load
03/01/2018 03:45,4.68,4.68,0,0,70.71,100,13500,Weekday,Wednesday,Light_Load
03/01/2018 04:00,4.57,4.46,0,0,71.57,100,14400,Weekday,Wednesday,Light_Load
03/01/2018 04:15,4.54,4.32,0,0,72.44,100,15300,Weekday,Wednesday,Light_Load
03/01/2018 04:30,4.61,4.46,0,0,71.87,100,16200,Weekday,Wednesday,Light_Load
03/01/2018 04:45,4.57,4.32,0,0,72.67,100,17100,Weekday,Wednesday,Light_Load
03/01/2018 05:00,4.61,4.32,0,0,72.97,100,18000,Weekday,Wednesday,Light_Load
03/01/2018 05:15,4.54,4.14,0,0,73.89,100,18900,Weekday,Wednesday,Light_Load
03/01/2018 05:30,4.57,4.21,0,0,73.55,100,19800,Weekday,Wednesday,Light_Load
03/01/2018 05:45,4.57,4.43,0,0,71.8,100,20700,Weekday,Wednesday,Light_Load
03/01/2018 06:00,4.57,4.5,0,0,71.25,100,21600,Weekday,Wednesday,Light_Load
03/01/2018 06:15,4.64,4.61,0,0,70.94,100,22500,Weekday,Wednesday,Light_Load
03/01/2018 06:30,4.57,4.36,0,0,72.35,100,23400,Weekday,Wednesday,Light_Load
03/01/2018 06:45,4.61,4.54,0,0,71.25,100,24300,Weekday,Wednesday,Light_Load
03/01/2018 07:00,4.54,4.28,0,0,72.76,100,25200,Weekday,Wednesday,Light_Load
03/01/2018 07:15,4.46,4.18,0,0,72.96,100,26100,Weekday,Wednesday,Light_Load
03/01/2018 07:30,6.12,4.25,0,0,82.14,100,27000,Weekday,Wednesday,Light_Load
03/01/2018 07:45,7.92,4.68,0,0,86.09,100,27900,Weekday,Wednesday,Light_Load
03/01/2018 08:00,9.58,4.36,0,0,91.02,100,28800,Weekday,Wednesday,Light_Load
03/01/2018 08:15,37.01,21.56,0,0.02,86.41,100,29700,Weekday,Wednesday,Light_Load
03/01/2018 08:30,74.59,35.86,0,0.03,90.13,100,30600,Weekday,Wednesday,Light_Load
03/01/2018 08:45,109.48,53.32,0,0.05,89.9,100,31500,Weekday,Wednesday,Light_Load
03/01/2018 09:00,105.08,31.82,0,0.05,95.71,100,32400,Weekday,Wednesday,Light_Load
03/01/2018 09:15,121.79,41.26,0,0.06,94.71,100,33300,Weekday,Wednesday,Medium_Load
03/01/2018 09:30,114.48,30.24,0,0.05,96.68,100,34200,Weekday,Wednesday,Medium_Load
03/01/2018 09:45,74.2,21.96,0,0.03,95.89,100,35100,Weekday,Wednesday,Medium_Load
03/01/2018 10:00,54.32,7.13,0.04,0.02,99.15,100,36000,Weekday,Wednesday,Medium_Load
03/01/2018 10:15,75.17,25.06,0,0.03,94.87,100,36900,Weekday,Wednesday,Maximum_Load
03/01/2018 10:30,58.07,12.24,0,0.03,97.85,100,37800,Weekday,Wednesday,Maximum_Load
03/01/2018 10:45,67.03,15.08,0,0.03,97.56,100,38700,Weekday,Wednesday,Maximum_Load
03/01/2018 11:00,74.59,31.64,0.04,0.03,92.06,100,39600,Weekday,Wednesday,Maximum_Load
03/01/2018 11:15,57.56,23.9,0,0.03,92.36,100,40500,Weekday,Wednesday,Maximum_Load
03/01/2018 11:30,78.62,48.06,0,0.04,85.32,100,41400,Weekday,Wednesday,Maximum_Load
03/01/2018 11:45,69.16,44.17,0,0.03,84.28,100,42300,Weekday,Wednesday,Maximum_Load
03/01/2018 12:00,74.05,44.78,0,0.03,85.57,100,43200,Weekday,Wednesday,Maximum_Load
03/01/2018 12:15,11.27,0.5,20.45,0.01,99.9,48.27,44100,Weekday,Wednesday,Medium_Load
03/01/2018 12:30,8.21,0,26.21,0,100,29.89,45000,Weekday,Wednesday,Medium_Load
03/01/2018 12:45,8.14,0,25.56,0,100,30.34,45900,Weekday,Wednesday,Medium_Load
03/01/2018 13:00,7.7,0,25.74,0,100,28.66,46800,Weekday,Wednesday,Medium_Load
03/01/2018 13:15,51.26,21.38,6.08,0.02,92.29,99.3,47700,Weekday,Wednesday,Medium_Load
03/01/2018 13:30,52.7,13.64,0,0.02,96.81,100,48600,Weekday,Wednesday,Medium_Load
03/01/2018 13:45,55.84,17.24,0,0.03,95.55,100,49500,Weekday,Wednesday,Medium_Load
03/01/2018 14:00,57.2,17.32,0,0.03,95.71,100,50400,Weekday,Wednesday,Medium_Load
03/01/2018 14:15,76.57,30.6,0,0.04,92.86,100,51300,Weekday,Wednesday,Medium_Load
03/01/2018 14:30,61.13,20.45,0,0.03,94.83,100,52200,Weekday,Wednesday,Medium_Load
03/01/2018 14:45,66.74,26.42,0,0.03,92.98,100,53100,Weekday,Wednesday,Medium_Load
03/01/2018 15:00,55.8,16.42,0,0.03,95.93,100,54000,Weekday,Wednesday,Medium_Load
03/01/2018 15:15,57.46,18.25,0,0.03,95.31,100,54900,Weekday,Wednesday,Medium_Load
03/01/2018 15:30,71.28,28.08,0,0.03,93.04,100,55800,Weekday,Wednesday,Medium_Load
03/01/2018 15:45,73.15,28.62,0,0.03,93.13,100,56700,Weekday,Wednesday,Medium_Load
03/01/2018 16:00,68.98,25.81,0,0.03,93.66,100,57600,Weekday,Wednesday,Medium_Load
03/01/2018 16:15,85,27.79,0,0.04,95.05,100,58500,Weekday,Wednesday,Medium_Load
03/01/2018 16:30,116.53,41.9,0,0.05,94.1,100,59400,Weekday,Wednesday,Medium_Load
03/01/2018 16:45,118.62,39.06,0,0.05,94.98,100,60300,Weekday,Wednesday,Medium_Load
03/01/2018 17:00,105.05,35.64,0,0.05,94.7,100,61200,Weekday,Wednesday,Medium_Load
03/01/2018 17:15,140.51,52.96,0,0.06,93.57,100,62100,Weekday,Wednesday,Maximum_Load
03/01/2018 17:30,114.01,41.15,0,0.05,94.06,100,63000,Weekday,Wednesday,Maximum_Load
03/01/2018 17:45,125.96,39.2,0,0.06,95.48,100,63900,Weekday,Wednesday,Maximum_Load
03/01/2018 18:00,73.62,13.25,1.69,0.03,98.42,99.97,64800,Weekday,Wednesday,Maximum_Load
03/01/2018 18:15,36.22,12.74,0.54,0.02,94.33,99.99,65700,Weekday,Wednesday,Maximum_Load
03/01/2018 18:30,39.82,18.43,0,0.02,90.75,100,66600,Weekday,Wednesday,Maximum_Load
03/01/2018 18:45,37.08,4.18,1.94,0.02,99.37,99.86,67500,Weekday,Wednesday,Maximum_Load
03/01/2018 19:00,42.98,5.47,0.18,0.02,99.2,100,68400,Weekday,Wednesday,Maximum_Load
03/01/2018 19:15,37.94,0.86,1.58,0.02,99.97,99.91,69300,Weekday,Wednesday,Maximum_Load
03/01/2018 19:30,39.71,3.74,0.79,0.02,99.56,99.98,70200,Weekday,Wednesday,Maximum_Load
03/01/2018 19:45,43.2,5.69,0.18,0.02,99.14,100,71100,Weekday,Wednesday,Maximum_Load
03/01/2018 20:00,37.33,1.19,1.66,0.02,99.95,99.9,72000,Weekday,Wednesday,Maximum_Load
03/01/2018 20:15,41,5.62,0.54,0.02,99.07,99.99,72900,Weekday,Wednesday,Medium_Load
03/01/2018 20:30,37.3,2.88,1.22,0.02,99.7,99.95,73800,Weekday,Wednesday,Medium_Load
03/01/2018 20:45,32.72,2.02,6.98,0.02,99.81,97.8,74700,Weekday,Wednesday,Medium_Load
03/01/2018 21:00,9.83,0,23.83,0,100,38.13,75600,Weekday,Wednesday,Medium_Load
03/01/2018 21:15,7.96,0,24.8,0,100,30.56,76500,Weekday,Wednesday,Medium_Load
